Market Cap (GBP$ Billion)
286.31944423702726
252.83418843805123
238.27191063728483
225.5882347858704
188.51862111549923
160.59300172881603
148.85558463707522
148.797725161832
132.90760902415522
89.80376476481281
89.76568004693121
84.7355676928768
82.19487757112161
81.77960766652801
79.4278763373392
75.6259961349664
73.756182966664
73.122658332672
72.9842350311408
69.25412987400641
64.76965434344801
63.13494106822241
61.931610462848006
57.820658126897605
57.80088336953601
55.282897598825606
54.384244736504
52.9128563091168
52.185584677262405
49.31092087562241
49.12782127042241
48.6664102653184
47.47113604257281
46.7226248565152
45.4321388390656
44.4404713773024
44.328414418920005
43.814270727518405
43.0620975493568
42.0308805728704
40.610760034939204
38.9496804165648
38.1879860589328
37.70020871068
37.487813168648
37.4306860918256
36.978796266192006
36.633104211574405
35.493492268809604
35.1170394805184
35.097264723156805
34.99179935056161
34.75303746538081
33.815567486756805
33.727679676260806
33.580467593680005
31.8915568353152
31.745077151155204
30.704338995198405
30.293463481129603
29.7075447444896
29.126752796795202
28.306466565499203
28.1197049681952
27.9944648382384
27.826013201454405
27.332376665835206
25.727691725862403
24.579291002048002
24.228472158484806
